Form A1 ID Number|Date Received|Candidate ID|Candidate Last Name|Candidate First Name|Candidate Middle Initial|Support/Oppose|Office Sought|Office Title|Office Description
99CAC00517|09/03/1992|99FIS05206|DAY|CONNIE|J|0|LEGISLATURE - DISTRICT 19-LEGISLATIVE COUNCIL     |19|LEGISLATURE
07CAC01038|09/27/2007|99FIS05214|SCUDDER|EARL|H|0|01|01|BOARD OF REGENTS
99CAC00015|01/19/1993|99FIS05252|DONALDSON|CURTIS|L|0|CITY COUNCIL DISTRICT #04-LINCOLN                 |CITY COUNCIL DISTRICT #04|LINCOLN
99CAC00640|02/20/2003|99FIS05252|DONALDSON|CURTIS|L|0|CITY COUNCIL DISTRICT #01-LINCOLN                 |CITY COUNCIL DISTRICT #01|LINCOLN
99PAC00132|05/05/2003|99FIS05252|DONALDSON|CURTIS|L|0|CITY COUNCIL DISTRICT #01-LINCOLN                 |CITY COUNCIL DISTRICT #01|LINCOLN
99CAC00245|03/24/1993|99FIS05269|CHRISTENSEN|FRANKLIN|T|0|CITY COUNCIL DISTRICT #07-OMAHA                   |CITY COUNCIL DISTRICT #07|OMAHA
99CAC00592|03/26/2002|99FIS05318|KIRKLAND|SUZANNE|M|0|COUNTY CLERK OF DISTRICT COURT-LANCASTER          |COUNTY CLERK OF DISTRICT COURT|LANCASTER
14CAC01915|10/21/2014|99FIS05418|GAY|TIMOTHY|W|0|SUBURBAN SUBDIVISION|SUBURBAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
05CAC00743|10/26/2005|99FIS05418|GAY|TIMOTHY|W|0|14|14|LEGISLATURE
99CAC00216|11/01/1993|99FIS05418|GAY|TIMOTHY|W|0|COUNTY COMMISSIONER - DIST 02-SARPY               |COUNTY COMMISSIONER DIST. #02|SARPY
99CAC00036|12/10/1993|99FIS05443|BROWN|PAMELA|K|0|LEGISLATURE - DISTRICT 06-LEGISLATIVE COUNCIL     |06|LEGISLATURE
06CAC00857|04/12/2006|99FIS05483|SCHRAM|TIMOTHY|M|0|03|03|PUBLIC SERVICE COMMISSION
99CAC00106|02/03/1994|99FIS05483|SCHRAM|TIMOTHY|M|0|COUNTY COMMISSIONER DIST. #05-SARPY               |COUNTY COMMISSIONER DIST. #05|SARPY
17CAC02325|07/28/2017|99FIS05535|HASSEBROOK|CHUCK|H|0|16|16|LEGISLATURE
99CAC00312|03/07/1994|99FIS05535|HASSEBROOK|CHUCK|H|0|03-BOARD OF REGENTS                               |03|BOARD OF REGENTS
99PAC00126|11/15/2000|99FIS05535|HASSEBROOK|CHUCK|H|0|03-BOARD OF REGENTS                               |03|BOARD OF REGENTS
13CAC01804|06/05/2013|99FIS05535|HASSEBROOK|CHUCK|H|0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00512|01/14/1994|99FIS05536|MAURSTAD|DAVID|I|0|LEGISLATURE - DISTRICT 30-LEGISLATIVE COUNCIL     |30|LEGISLATURE
99CAC00059|01/14/1994|99FIS05536|MAURSTAD|DAVID|I|0|LIEUTENANT GOVERNOR-LIEUTENANT GOVERNOR           |LIEUTENANT GOVERNOR|LIEUTENANT GOVERNOR
99CAC00204|12/23/1993|99FIS05540|JAMES|RICHARD|D|0|COUNTY TREASURER-SARPY                            |COUNTY TREASURER|SARPY
99CAC00048|01/21/1994|99FIS05555|HEINEMAN|DAVID|E|0|STATE TREASURER-STATE TREASURER                   |STATE TREASURER|STATE TREASURER
05CAC00722|04/08/2005|99FIS05555|HEINEMAN|DAVID|E|0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00058|03/04/1998|99FIS05568|MATZKE, JR.|STANLEY|A|0|LEGISLATURE - DISTRICT 30-LEGISLATIVE COUNCIL     |30|LEGISLATURE
99CAC00507|02/01/1993|99FIS04938|JOHNSON|CYNTHIA|D|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00002|01/20/1999|99FIS04938|JOHNSON|CYNTHIA|D|0|MAYOR-LINCOLN                                     |MAYOR|LINCOLN
99PAC00098|04/27/1999|99FIS04938|JOHNSON|CYNTHIA|D|0|MAYOR-LINCOLN                                     |MAYOR|LINCOLN
13CAC01813|07/12/2013|99FIS04940|PAULMAN|RORIC|R|0|42|42|LEGISLATURE
99CAC00408|11/02/1999|99FIS04973|FERLIC|RANDOLPH|M|0|BOARD OF REGENTS - DISTRICT 08-UNIVERSITY OF NEBRA|08|BOARD OF REGENTS
99CAC00172|01/10/1996|99FIS04977|PETERSON|CHRISTINE|Z|0|LEGISLATURE - DISTRICT 35-LEGISLATIVE COUNCIL     |35|LEGISLATURE
07CAC01019|03/02/2007|99FIS05008|ABBOTT|ALLAN|L|0|CITY COUNCIL DISTRICT #02|CITY COUNCIL DISTRICT #02|LINCOLN
99CAC00572|01/18/2002|99FIS05020|SCHMITT|JERRY|W|0|41-LEGISLATURE                                    |41|LEGISLATURE
99CAC00518|02/05/1992|99FIS05037|FISHER|DAN|L|0|35-LEGISLATURE                                    |35|LEGISLATURE
18CAC02494|10/01/2018|99FIS05615|CAVANAUGH|MICHAEL|J|0|SUBDISTRICT #8|SUBDISTRICT #8|OMAHA PUBLIC POWER DISTRICT
99CAC00154|06/10/1994|99FIS05615|CAVANAUGH|MICHAEL|J|0|METROPOLITIAN SUBDIVISION-OMAHA PUBLIC POWER DISTR|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00695|07/20/2004|99FIS05615|CAVANAUGH|MICHAEL|J|0|CITY COUNCIL DISTRICT #06-OMAHA                   |CITY COUNCIL DISTRICT #06|OMAHA
99CAC00102|08/17/1994|99FIS05620|SCHAUB|PAUL|B|0|COUNTY ATTORNEY-CHEYENNE                          |COUNTY ATTORNEY|CHEYENNE
99CAC00201|02/16/1994|99FIS05624|DUNNING|TIMOTHY|F|0|COUNTY SHERIFF-DOUGLAS                            |COUNTY SHERIFF|DOUGLAS
99CAC00619|09/12/2002|99FIS05636|STUTHMAN|ARNOLD|E|0|22-LEGISLATURE                                    |22|LEGISLATURE
99CAC00373|10/28/1998|99FIS05659|WILMOT|KATHERINE|F|0|DISTRICT #07-STATE BOARD OF EDUCATION             |07|STATE BOARD OF EDUCATION
99CAC00622|09/20/2002|99FIS05659|WILMOT|KATHERINE|F|0|07-STATE BOARD OF EDUCATION                       |07|STATE BOARD OF EDUCATION
07CAC01011|04/23/2010|99FIS05740|REIBER|GARY|W|0|COUNTY SHERIFF|COUNTY SHERIFF|DAWSON
07CAC01011|01/04/2007|99FIS05740|REIBER|GARY|W|0|COUNTY SHERIFF|COUNTY SHERIFF|DAWSON
99CAC00714|08/25/2004|99FIS05831|ADAMS|GORDON|D|0|MAYOR-NORFOLK                                     |MAYOR|NORFOLK
99CAC00509|09/26/2000|99FIS05831|ADAMS|GORDON|D|0|MAYOR-NORFOLK                                     |MAYOR|NORFOLK
99CAC00124|09/29/1997|99FIS06839|WACKER|HOWARD|S|0|AUDITOR OF PUBLIC ACCOUNTS-AUDITOR OF PUBLIC ACCOU|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
99CAC00124|09/29/1997|99FIS06839|WACKER|HOWARD|S|0|AUDITOR OF PUBLIC ACCOUNTS-AUDITOR OF PUBLIC ACCOU|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
06CAC00838|04/07/2006|99FIS06847|KRAMER|JEROME|J|0|COUNTY SHERIFF|COUNTY SHERIFF|LINCOLN
99CAC00497|10/10/2006|99FIS06886|POTTER|TIMOTHY|G|0|AT LARGE|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
99CAC00083|03/09/1998|99FIS06886|POTTER|TIMOTHY|G|0|LEGISLATURE - DISTRICT 20-LEGISLATIVE COUNCIL     |20|LEGISLATURE
99CAC00077|06/04/1998|99FIS06904|NUTT|THOMAS|L|0|COUNTY SHERIFF-PHELPS                             |COUNTY SHERIFF|PHELPS
99CAC00580|02/15/2002|99FIS06916|BYRD|LORELEE|H|0|STATE TREASURER-STATE TREASURER                   |STATE TREASURER|STATE TREASURER
99CAC00226|03/18/1998|99FIS06918|KREMER|ROBERT|M|0|34-LEGISLATURE                                    |34|LEGISLATURE
99CAC00089|03/09/1998|99FIS06919|RICHARDS|LINDA|J|0|LEGISLATURE - DISTRICT 12-LEGISLATIVE COUNCIL     |12|LEGISLATURE
99CAC00354|09/03/1998|99FIS06940|PITTMAN|DANNY|L|0|COUNTY ASSESSOR-SARPY                             |COUNTY ASSESSOR|SARPY
99CAC00356|09/09/1998|99FIS06953|YOCUM|JOSEPH|O|0|COUNTY SHERIFF-SEWARD                             |COUNTY SHERIFF|SEWARD
99CAC00202|05/15/1998|99FIS06981|ECCLES|ROBERT|J|0|COUNTY COMMISSIONER - DIST 02-DOUGLAS             |COUNTY COMMISSIONER DIST. #02|DOUGLAS
99CAC00269|04/18/1996|99FIS06254|HALL|GEOFFREY (GEOFF)|C|0|NORTH SUBDIVISION-OMAHA PUBLIC POWER DISTRICT     |NORTH SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00524|04/01/1996|99FIS06255|HEINTZMAN|KIM (MIMI)|B|0|LEGISLATURE - DISTRICT 31-LEGISLATIVE COUNCIL     |31|LEGISLATURE
99CAC00499|01/01/1978|99FIS06258|KRAJICEK|PAUL|T|0|LEGISLATURE - DISTRICT 05-LEGISLATIVE COUNCIL     |05|LEGISLATURE
99CAC00620|09/17/2002|99FIS06263|MCGUIRE|ANNE|L|0|METROPOLITIAN SUBDIVISION-OMAHA PUBLIC POWER DISTR|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00173|04/23/1996|99FIS06268|PETERSON|KIMBERLY|J|0|01-STATE BOARD OF EDUCATION                       |01|STATE BOARD OF EDUCATION
08CAC01254|08/12/2014|99FIS06281|SCHMIEDING|KENNETH|L|0|SUBDIVISION #01|SUBDIVISION #01|NEBRASKA PUBLIC POWER DISTRICT
18CAC02380|02/09/2018|99FIS06314|PEFFER|WALTER|E|0|COUNTY ASSESS/REGISTER DEEDS|ASSESSOR/REGISTER OF DEEDS|DOUGLAS
09CAC01360|03/12/2009|99FIS06314|PEFFER|WALTER|E|0|CITY COUNCIL DISTRICT #06|CITY COUNCIL DISTRICT #06|OMAHA
12CAC01625|02/28/2012|99FIS06316|RAVENSCROFT|JOHN|W|0|43|43|LEGISLATURE
99CAC00410|11/04/1999|99FIS06389|HEIER|BERNARD|E|0|COUNTY COMMISSIONER - DIST 04-LANCASTER           |COUNTY COMMISSIONER DIST. #04|LANCASTER
99CAC00290|10/30/1989|99FIS06559|NELSON|E. BENJAMI| |0|GOVERNOR-GOVERNOR                                 |GOVERNOR|GOVERNOR
10CAC01554|12/31/2009|99FIS06559|NELSON|E. BENJAMI| |0|GOVERNOR|GOVERNOR|GOVERNOR
10CAC01554|12/31/9999|99FIS06559|NELSON|E. BENJAMI| |0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00080|09/12/1998|99FIS06565|PEDERSON|DON|W|0|LEGISLATURE - DISTRICT 42-LEGISLATIVE COUNCIL     |42|LEGISLATURE
99CAC00144|10/08/1996|99FIS06566|BECKER|JOHN|N|0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00692|06/30/2004|99FIS06578|SANDERS|RICK|R|0|SUBURBAN SUBDIVISION-OMAHA PUBLIC POWER DISTRICT  |SUBURBAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00096|09/08/1993|99FIS06614|SUTTLE|DEBORAH|S|0|10-LEGISLATURE                                    |10|LEGISLATURE
99PAC00133|11/06/2002|99FIS06614|SUTTLE|DEBORAH|S|0|10-LEGISLATURE                                    |10|LEGISLATURE
99CAC00503|08/25/2000|99FIS06630|MARBLE|BOB|A|0|02-METRO TECH COMMUNITY COLLEGE                   |02|METRO TECH COMMUNITY COLLEGE
99CAC00066|05/11/1998|99FIS06644|MEREDITH|RONALD|S|0|CITY COUNCIL DISTRICT #05-OMAHA                   |CITY COUNCIL DISTRICT #05|OMAHA
12CAC01711|10/01/2012|99FIS05577|WOODWARD|JOSIAH|H|0|37|37|LEGISLATURE
99CAC00597|04/19/2002|99FIS05890|HIGGINS|JOSEPH|B|0|08-STATE BOARD OF EDUCATION                       |08|STATE BOARD OF EDUCATION
99PAC00128|11/06/2002|99FIS05890|HIGGINS|JOSEPH|B|0|08-STATE BOARD OF EDUCATION                       |08|STATE BOARD OF EDUCATION
18CAC02540|10/22/2018|99FIS05929|HOFF|THOMAS|J|0|SUBDIVISION #05|SUBDIVISION #05|NEBRASKA PUBLIC POWER DISTRICT
14CAC01898|04/10/2014|99FIS06105|BOOKS|RONALD|W|0|COUNTY COMMISSIONER DIST. #03|COUNTY COMMISSIONER DIST. #03|LINCOLN
99CAC00414|01/31/1996|99FIS06148|BARRETT|MARY|K|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |ASSESSOR/REGISTER OF DEEDS|DOUGLAS
99CAC00477|04/26/2000|99FIS06162|MACTIER|ANN| |0|DISTRICT #02-STATE BOARD OF EDUCATION             |02|STATE BOARD OF EDUCATION
99CAC00430|02/29/2000|99FIS06164|KRUSE|LOWEN|V|0|13-LEGISLATURE                                    |13|LEGISLATURE
99CAC00430|02/29/2000|99FIS06164|KRUSE|LOWEN|V|0|13-LEGISLATURE                                    |13|LEGISLATURE
99CAC00458|01/01/1978|99FIS06170|NEKUDA|JAMES|L|0|COUNTY COMMISSIONER DIST. #04-SARPY               |COUNTY COMMISSIONER DIST. #04|SARPY
12CAC01637|03/20/2012|99FIS06170|NEKUDA|JAMES|L|0|COUNTY COMMISSIONER DIST. #04|COUNTY COMMISSIONER DIST. #04|SARPY
12CAC01611|01/20/2012|99FIS06182|OSTRANDER|CASH|O|0|43|43|LEGISLATURE
99CAC00515|10/24/1996|99FIS06188|WHITEFOOT|DELMAR|J|0|DIRECTOR/SUBDIVISION #07-NEBRASKA PUBLIC POWER DIS|SUBDIVISION #07|NEBRASKA PUBLIC POWER DISTRICT
99CAC00333|03/11/1996|99FIS06229|STOJ|GREGORY|M|0|COUNTY COMMISSIONER - DIST 01-DOUGLAS             |COUNTY COMMISSIONER DIST. #01|DOUGLAS
99CAC00522|04/08/1996|99FIS06230|YOAKUM|CAROL|M|0|LEGISLATURE - DISTRICT 21-LEGISLATIVE COUNCIL     |21|LEGISLATURE
99CAC00520|04/17/1996|99FIS06239|SIVICK|ROBERT|J|0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00464|01/01/1978|99FIS06239|SIVICK|ROBERT|J|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
99CAC00550|02/22/2001|99FIS06239|SIVICK|ROBERT|J|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
99CAC00293|04/04/1997|99FIS06742|O'CONNOR|KATHLEEN|S|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
99CAC00086|08/22/1997|99FIS06788|RAIKES|RONALD|E|0|25-LEGISLATURE                                    |25|LEGISLATURE
99CAC00428|02/25/2000|99FIS06811|BOYLE|MIKE|D|0|COUNTY COMMISSIONER DIST. #01-DOUGLAS             |COUNTY COMMISSIONER DIST. #01|DOUGLAS
99CAC00442|04/06/2000|99FIS08285|FAHEY|MICHAEL|G|0|MAYOR-OMAHA                                       |MAYOR|OMAHA
99CAC00646|09/19/2003|99FIS08288|DORNAN|STU| |0|COUNTY ATTORNEY-DOUGLAS                           |COUNTY ATTORNEY|DOUGLAS
99CAC00436|03/21/2000|99FIS08288|DORNAN|STU| |0|DIST. 66 SCHOOL BOARD AT LARGE-OMAHA              |DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
99CAC00570|11/08/2001|99FIS08291|POLIKOV|LEON|K|0|COUNTY ATTORNEY-SARPY                             |COUNTY ATTORNEY|SARPY
99CAC00473|04/24/2000|99FIS08295|MAUK|DAN| |0|MAYOR-NORFOLK                                     |MAYOR|NORFOLK
99CAC00474|04/25/2000|99FIS08296|ODOM|PHIL| |0|LEGISLATURE - DISTRICT 33-LEGISLATIVE COUNCIL     |33|LEGISLATURE
99CAC00486|05/16/2000|99FIS08300|TRIMBLE|CLEVE|H|0|LEGISLATURE - DISTRICT 43-LEGISLATIVE COUNCIL     |43|LEGISLATURE
99CAC00481|05/01/2000|99FIS08301|MUMGAARD|TOM| |0|CITY COUNCIL, WARD IV-PAPILLION                   |CITY COUNCIL, WARD IV|PAPILLION
99CAC00219|05/21/1998|99FIS07016|KENNEDY|MICHAEL|S|0|METROPOLITAN COMM COLLEGE-METROPOLITAN COMMUNITY C|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
99CAC00085|04/16/1998|99FIS07024|PRICE|MARIAN|L|0|26-LEGISLATURE                                    |26|LEGISLATURE
99CAC00022|04/07/1998|99FIS07025|ANDREWS|DEBORAH|L|0|DISTRICT #08-STATE BOARD OF EDUCATION             |08|STATE BOARD OF EDUCATION
99CAC00380|11/23/1998|99FIS07027|HELMS|ROBERT KEI| |0|COUNTY SHERIFF-NEMAHA                             |COUNTY SHERIFF|NEMAHA
99CAC00088|04/10/1998|99FIS07030|REDFIELD|PAMELA|A|0|12-LEGISLATURE                                    |12|LEGISLATURE
99CAC00130|03/13/1998|99FIS07032|WITEK|CHARLES|S|0|COUNTY COMMISSIONER - DIST 06-DOUGLAS             |COUNTY COMMISSIONER DIST. #06|DOUGLAS
99CAC00108|04/27/1998|99FIS07092|SCHROEDER|KENT|A|0|BOARD OF REGENTS - DISTRICT 06-UNIVERSITY OF NEBRA|06|BOARD OF REGENTS
99CAC00126|03/23/1998|99FIS07105|WATSON|JEROME|J|0|COUNTY SHERIFF-HALL                               |COUNTY SHERIFF|HALL
18CAC02396|03/21/2018|99FIS07105|WATSON|JEROME|J|0|COUNTY SHERIFF|COUNTY SHERIFF|HALL
99CAC00026|03/06/1998|99FIS07108|BATAILLON|PAMELA|D|0|LIEUTENANT GOVERNOR-LIEUTENANT GOVERNOR           |LIEUTENANT GOVERNOR|LIEUTENANT GOVERNOR
99CAC00351|02/25/1998|99FIS07124|CERNY|TRACI|L|0|COUNTY REGISTER OF DEEDS-PLATTE                   |COUNTY REGISTER OF DEEDS|PLATTE
99CAC00110|09/30/1997|99FIS07133|SMITH|STEVEN|D|0|44-LEGISLATURE                                    |44|LEGISLATURE
99CAC00119|04/22/1998|99FIS07149|THORPE|GWENDOLYN|K|0|COUNTY CLERK OF DISTRICT COURT-LANCASTER          |COUNTY CLERK OF DISTRICT COURT|LANCASTER
99CAC00700|09/28/2004|99FIS07151|STODDARD|JAY|C|0|06|06|BOARD OF REGENTS
06CAC00900|10/27/2006|99FIS07151|STODDARD|JAY|C|0|SECRETARY OF STATE|SECRETARY OF STATE|SECRETARY OF STATE
99CAC00614|07/29/2002|99FIS07151|STODDARD|JAY|C|0|SECRETARY OF STATE-SECRETARY OF STATE             |SECRETARY OF STATE|SECRETARY OF STATE
99CAC00071|07/20/1998|99FIS07196|JOHNSON|JANICE|D|0|COUNTY REGISTER OF DEEDS-ADAMS                    |COUNTY REGISTER OF DEEDS|ADAMS
08CAC01137|05/02/2008|99FIS07236|TWISS|BOB|W|0|03|03|LEGISLATURE
99CAC00081|05/08/1998|99FIS07514|PLACKE|JANET|L|0|COUNTY TREASURER-MERRICK                          |COUNTY TREASURER|MERRICK
99CAC00188|06/02/1998|99FIS07532|CAMPBELL|RICHARD|J|0|COUNTY ASSESSOR-SARPY                             |COUNTY ASSESSOR|SARPY
05CAC00734|08/05/2005|99FIS07607|ROSS|RON|D|0|STATE TREASURER|STATE TREASURER|STATE TREASURER
06CAC00795|04/06/2006|99FIS07722|STUKENHOLTZ|KEVIN|L|0|COUNTY SHERIFF|COUNTY SHERIFF|SAUNDERS
11CAC01599|12/06/2011|99FIS07782|SHEEHY|RICHARD|J|0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00405|07/07/1999|99FIS07804|MATZKE, JR.|GERALD 'J'|E|0|BOARD OF REGENTS - DISTRICT 05-UNIVERSITY OF NEBRA|05|BOARD OF REGENTS
99PAC00126|11/15/2000|99FIS07804|MATZKE, JR.|GERALD 'J'|E|0|05-BOARD OF REGENTS                               |05|BOARD OF REGENTS
99CAC00411|11/12/1999|99FIS07837|AGUILAR|RAYMOND|M|0|35-LEGISLATURE                                    |35|LEGISLATURE
99CAC00433|03/07/2000|99FIS07840|POSTLEWAIT|JACK|H|0|COUNTY COMMISSIONER - DIST 01-SARPY               |COUNTY COMMISSIONER DIST. #01|SARPY
99CAC00502|08/02/2000|99FIS07869|MCDONALD|RICHARD|N|0|LEGISLATURE - DISTRICT 41-LEGISLATIVE COUNCIL     |41|LEGISLATURE
14CAC01963|06/23/2014|99FIS07876|NEWMAN|PATRICIA|L|0|COUNTY COMMISSIONER DIST. #05|COUNTY COMMISSIONER DIST. #05|LANCASTER
15CAC02080|04/06/2015|99FIS07876|NEWMAN|PATRICIA|L|0|CITY COUNCIL DISTRICT #02|CITY COUNCIL DISTRICT #02|LINCOLN
99CAC00639|01/28/2003|99FIS07876|NEWMAN|PATRICIA|L|0|CITY COUNCIL DISTRICT #01-LINCOLN                 |CITY COUNCIL DISTRICT #01|LINCOLN
99CAC00413|11/15/1999|99FIS07891|HEWITT|JAMES| |0|LEGISLATURE - DISTRICT 29-LEGISLATIVE COUNCIL     |29|LEGISLATURE
99PAC00122|11/01/2000|99FIS07891|HEWITT|JAMES| |0|LEGISLATURE - DISTRICT 29-LEGISLATIVE COUNCIL     |29|LEGISLATURE
14IRC00520|10/31/2014|99FIS07259|SCHAFER|ROBERT|M|1|05|05|BOARD OF REGENTS
13CAC01833|10/01/2013|99FIS07259|SCHAFER|ROBERT|M|0|05|05|BOARD OF REGENTS
99CAC00042|04/16/1998|99FIS07288|GUENZEL-HANDLOS|KELLY|M|0|COUNTY CLERK OF DISTRICT COURT-LANCASTER          |COUNTY CLERK OF DISTRICT COURT|LANCASTER
05CAC00721|03/30/2005|99FIS07363|RUBY|JAMES|E|0|24|24|LEGISLATURE
99CAC00261|02/26/1997|99FIS06672|FORTENBERRY|JEFFREY|L|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
12CAC01744|11/02/2012|99FIS06715|BARRETT|THOMAS|S|0|METROPOLITIAN SUBDIVISION|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
12CAC01732|01/01/1900|99FIS06715|BARRETT|THOMAS|S|0|METROPOLITIAN SUBDIVISION|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
06CAC00802|03/10/2006|99FIS06715|BARRETT|THOMAS|S|0|COUNTY CLERK OF DISTRICT COURT|COUNTY CLERK OF DISTRICT COURT|DOUGLAS
99CAC00404|06/30/1999|99FIS08009|WELLS|ERROL|A|0|LEGISLATURE - DISTRICT 41-LEGISLATIVE COUNCIL     |41|LEGISLATURE
99CAC00439|04/03/2000|99FIS08010|BATTIATO|DIANE|L|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |ASSESSOR/REGISTER OF DEEDS|DOUGLAS
06CAC00789|02/08/2006|99FIS08011|WHITEHOUSE|ROBERT|L|0|04|04|BOARD OF REGENTS
06CAC00865|04/24/2006|99FIS08030|HURLEY|RICHARD|L|0|03|03|PUBLIC SERVICE COMMISSION
99CAC00504|09/11/2000|99FIS08030|HURLEY|RICHARD|L|0|COMMISSIONER, DISTRICT #03-PUBLIC SERVICE COMMISSI|03|PUBLIC SERVICE COMMISSION
99CAC00505|09/22/2000|99FIS08036|BAUER|JOHN|W|0|02-STATE BOARD OF EDUCATION                       |02|STATE BOARD OF EDUCATION
99CAC00432|03/07/2000|99FIS08041|KNUDSEN|SCOTT|S|0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00437|03/22/2000|99FIS08058|HIBBS|JANET|K|0|LEGISLATURE - DISTRICT 33-LEGISLATIVE COUNCIL     |33|LEGISLATURE
99CAC00475|04/26/2000|99FIS08060|CARROLL|EUGENE|W|0|COUNTY COMMISSIONER - DIST 04-LANCASTER           |COUNTY COMMISSIONER DIST. #04|LANCASTER
09CAC01362|02/10/2009|99FIS08060|CARROLL|EUGENE|W|0|CITY COUNCIL DISTRICT #01|CITY COUNCIL DISTRICT #01|LINCOLN
99CAC00470|04/21/2000|99FIS08063|FOLEY|MICHAEL|D|0|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
99CAC00470|04/21/2000|99FIS08063|FOLEY|MICHAEL|D|0|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
13CAC01829|09/17/2013|99FIS08063|FOLEY|MICHAEL|D|0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00472|04/24/2000|99FIS08076|MEYER|CHARLES|M|0|18-LEGISLATURE                                    |18|LEGISLATURE
99CAC00429|02/28/2000|99FIS08084|ERDMAN|PHILIP| |0|LEGISLATURE - DISTRICT 47-LEGISLATIVE COUNCIL     |47|LEGISLATURE
06CAC00942|09/08/2006|99FIS08095|FRIEND|DAVID|J|0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00525|10/13/2000|99FIS08095|FRIEND|DAVID|J|0|AT LARGE-METROPOLITAN UTILITIES DISTRICT          |AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00690|06/01/2004|99FIS08095|FRIEND|DAVID|J|0|MAYOR-OMAHA                                       |MAYOR|OMAHA
99CAC00469|04/19/2000|99FIS08098|KELLY|BOB|Q|0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00438|03/24/2000|99FIS08102|MAXWELL|CHARLES 'CHIP'|F|0|09-LEGISLATURE                                    |09|LEGISLATURE
99CAC00659|02/20/2004|99FIS08102|MAXWELL|CHARLES 'CHIP'|F|0|COUNTY COMMISSIONER DIST. #03|COUNTY COMMISSIONER DIST. #03|DOUGLAS
09CAC01336|01/12/2009|99FIS08102|MAXWELL|CHARLES 'CHIP'|F|0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|OMAHA
99CAC00485|05/16/2000|99FIS08108|WELLENSTEIN|FRANK|C|0|DISTRICT #04-STATE BOARD OF EDUCATION             |04|STATE BOARD OF EDUCATION
99CAC00476|04/26/2000|99FIS08111|DAVIS|JOHN|T|0|04-STATE BOARD OF EDUCATION                       |04|STATE BOARD OF EDUCATION
99CAC00448|04/11/2000|99FIS08120|CUNNINGHAM|DOUGLAS|D|0|40-LEGISLATURE                                    |40|LEGISLATURE
08CAC01184|08/25/2008|99FIS08121|ARGYRAKIS|EVANGELOS|A|0|MAYOR|MAYOR|OMAHA
99CAC00479|05/01/2000|99FIS08131|NEWELL|DAVID|R|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |ASSESSOR/REGISTER OF DEEDS|DOUGLAS
08CAC01100|04/14/2008|99FIS08131|NEWELL|DAVID|R|0|13|13|LEGISLATURE
14CAC02015|10/27/2014|99FIS08131|NEWELL|DAVID|R|0|02|02|METRO TECH COMMUNITY COLLEGE
99CAC00624|10/16/2002|99FIS08145|SCHEIERMAN|SCOTT|R|0|38-LEGISLATURE                                    |38|LEGISLATURE
