Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
06BQC00130|LOGAN VIEW EDUCATIONAL BOOSTERS (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|HOOPER|NE|68031|B|04/10/2006||||||12/31/9999|||||||||||||
99CAC00067|LONNIE MICHAEL FOR SCHOOL BOARD (DISSOLVED)|6120 N. 78TH TER.,|OMAHA|NE|68134|C|06/26/1998|06/26/1998|I||0|I|06/26/1998|       |          |||||||09/22/2000|05/04/1998|P|0|0
08BQC00236|LOOMIS PATRONS FOR EDUCATION|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68510|B|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
08CAC01283|LOREN FOGED FOR GRETNA CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|FREMONT|NE|68026|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
18CAC02410|LORENCE FOR LEGISLATURE|17305 18TH STREET|PLATTSMOUTH|NE|68048|C|04/12/2018|04/10/2018|I||||04/02/2018|||||||||03/29/2019|05/15/2018|||
08CAC01081|LORENZEN 2008|953 WESTRIDGE DRIVE|BLAIR|NE|68008|C|01/30/2008|01/29/2008|I||||01/23/2008|||||||||08/04/2009|11/07/2008|G||1
14CAC01962|LORI TOPP FOR JOHNSON COUNTY TREASURER(NOT REGISTE|NOT A REGISTERED COMMITTEE|TECUMSEH|NE|68450|C|06/23/2014||||||12/31/9999|||||||||||||
99CAC00278|LORMONG LO COMMITTEE|3216 CUMING STREET|OMAHA|NE|68131|C|02/19/1997|02/19/1997|I||0|I|02/19/1997|       |          |||||||01/01/1900|04/03/2001|G|0|1
17CAC02304|LOU FOR LINCOLN|5020 S 56TH ST|LINCOLN|NE|68516|C|03/24/2017|03/24/2017|I||||03/23/2017||||||||||04/04/2017|||
14CAC01936|LOU POFAHL FOR COUNTY COMMISSIONER (NOT REGISTERED|1221 EAST SHERWOOD RD|NORFOLK|NE|68701|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/13/2014|P||
99CAC00618|LOUDEN FOR LEGISLATURE|PO BOX 100|ELLSWORTH|NE|69340|C|09/09/2002|09/06/2002|I||0|I|09/09/2002|||||||||01/17/2013|11/07/2008|G||1
10CAC01481|LOUDERBACK FOR LEGISLATURE(DISSOLVED)|18514 CHERRY COURT|GARDNER|KS|66030|C|08/11/2010|08/10/2010|I||||08/04/2010|||||||||04/02/2012|11/02/2010|G||1
10CAC01544|LOUIS LESTER FOR FORT CALHOUN BOARD OF ED (NR)|NOT A REGISTERED COMMITTEE|FORT CALHOUN|NE|68023|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
09BQC00241|LOUISVILLE BOND COMMITTEE (NR)|NOT A REGISTERED COMMITTEE|LOUISVILLE|NE|68037|B|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
99CAC00324|LOWELL JOHNSON FOR PUBLIC SERVICE COMMISSION (DISS|81 WEST FIFTH STREET,|FREMONT|NE|68025|C|10/27/1993|10/27/1993|I||0|I|10/27/1993|||||||||01/31/2007|11/07/2000|G|1|1
13CAC01811|LT. GOV. HEIDEMANN (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|07/03/9999||I||||12/31/9999|||||||||||||
08CAC01191|LUANN KLUCH FOR PAPILLION CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|PAPILLION|NE|68046|C|01/01/1900|01/01/1900|I||||09/10/2008||||||||||11/04/2008|G||
18CAC02496|LUCAS FOR CITY COUNCIL - NOT REGISTERED|3510 TYLER COURT|NORTH PLATTE|NE|69101|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/06/2018|G||
12CAC01660|LUETCHENS FOR LEGISLATURE (DISSOLVED)|33919 WAVERLY RD|MURDOCK|NE|68407|C|04/12/2012||I||||04/18/2012|||||||||07/27/2015|05/15/2012|||
18CAC02457|LUMIR JEDLICKA FOR COUNTY BOARD - NR|NOT REGISTERED|SCHUYLER|NE|68661|C|01/01/1900|01/01/1900|I||||01/01/2018||||||||||05/15/2018|P||
14CAC02022|LUPE GONZALEZ CAMPAIGN(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|SOUTH SIOUX CITY|NE|68776|C|10/29/2014||||||12/31/9999|||||||||||||
14CAC01859|LUX FOR OPPD|2135 S. 38TH AVE|OMAHA|NE|68105|C|01/16/2014|01/16/2014|I||||01/08/2014|||||||||08/12/2016|05/13/2014|P||
10CAC01440|LYDIA BRASCH FOR LEGISLATURE|6404 BERG LANE|BLAIR|NE|68008|C|04/19/2010|04/16/2010|I||||04/15/2010||||||||||11/04/2014|G||1
99CAC00494|LYNDA THORPE FOR METRO COMMUNITY COLLEGE|11200 HIGHLAND DRIVE|PAPILLION|NE|68133|C|01/01/1978|01/01/1978|I||0|I|01/01/1978||99IRC00144||||||R|01/01/1978|05/09/2000|P|0|0
09CAC01346|LYNLEE ANDERSON MEDHI FOR MILLARD BD OF ED#17 (NR)|NOT A REGISTERED COMMITTEE|UTICA|NE|68456|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
08CAC01299|LYNLEE MEDHI FOR MILLARD SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|MILLARD|NE|68425|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
10CAC01500|LYNN CRONK FOR STATE BOARD OF EDUCATION (NR)|NOT A REGISTERED COMMITTEE|GRAND ISLAND|NE|68801|C|10/25/2010||||||12/31/9999|||||||||||||
18CAC02574|LYNN FREDRICK TWIN PLATTE NATURAL RES DIST(NOT REG|NOT REGISTERED|NORTH PLATTE|NE|69101|C|01/01/1900||||||01/01/1900|||||||||||||
08CAC01246|LYNNE ANDERSON FOR LEARNING COMMUNITY (DISSOLVED)|6626 CUMING STREET|OMAHA|NE|68132|C|10/29/2008|10/29/2008|I||||10/20/2008|||||||||02/25/2011|11/04/2008|G||
08CAC01211|LYNNE TIMMERMAN FEES FOR LEARING (NOT REGISTERED)|2022 SOUTH 109TH STREET|OMAHA|NE|68144|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|||
15CAC02102|LYNNE WALZ FOR LEGISLATURE|1717 PARKVIEW DR|FREMONT|NE|68025|C|10/13/2015|10/08/2015|I||||10/05/2015||||||||||11/04/2016|G|1|1
17CAC02326|MACHAELA CAVANAUGH FOR LEGISLATURE|824 N 74TH AVENUE|OMAHA|NE|68114|C|07/31/2017|07/29/2017|I||||07/27/2017||||||||||11/06/2018|G||
99PPC00034|MADISON COUNTY REPUBLICAN COMMITTEE (DISSOLVED)|P.O. BOX 638,|MADISON|NE|68748|T|11/06/1978|11/06/1978|I||0| |11/06/1978|       |          |||||||01/25/1999|01/01/1900|P|0|0
17CAC02307|MAGGIE MAE SQUIRES FOR CITY COUNCIL|2029 BOOTH CIRCLE|LINCOLN|NE|68521|C|05/01/2017|05/01/2017|I||||04/13/2017||||||||||05/02/2017|G||
14CAC01952|MAGGIE SQUIRES FOR NRD (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68509|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/13/2014|P||
99CAC00543|MAGID FOR CITY COUNCIL (DISSOLVED)|11426 DAVENPORT STREET, SUITE B|OMAHA|NE|68154|C|01/22/2001|01/18/2001|I||0|I|01/16/2001||99IRC00216||||||R|08/29/2002|04/03/2001|P|0|0
08BQC00209|MALCOLM EXCELLENCE IN EDUCATION (NOT REGISTERED)|PO BOX 17|MALCOLM|NE|68402|B|12/31/9999|12/31/9999|||||12/31/9999||||||||||11/04/2008|||
99CAC00503|MARBLE FOR METRO BOARD|5640 GRANT STREET|OMAHA|NE|68104|C|08/25/2000|08/24/2000|I||0|I|08/22/2000||99IRC00157||||||R|01/18/2001|11/07/2000|G|0|1
99CAC00224|MARC KRAFT ELECTION COMMITTEE (DISSOLVED)|601 NORTH 51ST STREET,|OMAHA|NE|68132|C|10/27/1994|10/27/1994|I||0|I|10/27/1994|||||||||10/09/2006|04/03/2001|G|1|1
06CAC00852|MARC KRAFT FOR LEGISLATURE (DISSOLVED)|601 N 51ST|OMAHA|NE|68132|C|04/11/2006|04/10/2006|I||||04/04/2006|||||||||12/26/2007|05/09/2006|P||
10CAC01395|MARC V. WOODLE FOR COUNTY ASSESSOR|1002 LIMERICK ROAD|PAPILLION|NE|68046|C|01/11/2010|01/11/2010|I||||11/04/2009|||||||||06/16/2010|05/11/2010|P||
18CAC02479|MARC WILLIS FOR BUFFALO COUNTY COMMISSIONER 7|NOT A REGISTERED COMMITTEE|KEARNEY|NE|68845|C|12/31/9999|12/31/9999|I||||12/31/9999|||||||||||||
16CAC02244|MARGARET MINCHOW LOUISVILLE BOARD OF ED (NR)|NOT REGISTERED|ZIP NOT VALID|NE|00000|C|10/11/1999|10/11/1999|I|||O|12/31/2999||||||||||11/08/2999|||
10CAC01442|MARIAN FEY FOR OPS BOARD|1211 N 53RD STREET|OMAHA|NE|68132|C|04/21/2010|04/19/2010|I||||04/10/2010|||||||||02/17/2017|05/11/2010|P||
16CAC02184|MARILOU ROTH OPS (NOT REGISTERED)|NOT REGISTERED|ZIP NOT VALID|NE|00000|C|12/31/1999|12/31/1999|I|||O|12/31/2999|||||||||||||
06CAC00933|MARILYN CARPENTER STATE BD OF ED 6(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|GRAND ISLAND|NE|68803|C|06/20/2006||||||12/31/9999|||||||||||||
15CAC02061|MARILYN RICKLEY FOR OPS SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68131|C|12/31/9999||||||12/31/9999|||||||||||||
18CAC02498|MARIS BENTLEY FOR STATE BOARD OF EDUCATION|2006 KINGS LANE|PLATTSMOUTH|NE|68048|C|10/09/2018|10/04/2018|I||||10/01/2018||||||||||11/06/2018|G||
16CAC02182|MARIS BENTLEY MILLARD BOARD OF EDUCATION (NR)|NOT REGISTERED|ZIP NOT VALID|NE|00000|C|12/31/1999|12/31/1999|I|||O|12/31/2999|||||||||||||
99CAC00164|MARK BROSNIHAN FOR REGISTER OF DEEDS|541 South 31st Street,|OMAHA|NE|68105|C|03/13/1996|03/13/1996|I||0|I|03/13/1996|       |          |||||||07/02/1999|05/04/1996|P|0|0
15CAC02055|MARK BYARS FOR BENNINGTON SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|C|12/31/9999||||||12/31/9999|||||||||||||
06CAC00839|MARK CARD FOR SARPY COUNTY REGISTER DEEDS (NR)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|04/07/2006|04/07/2006|I||||12/31/9999||||||||||05/09/2006|P||
05CAC00762|MARK CHRISTENSEN FOR LEGISLATURE|139 YUCCA DR|IMPERIAL|NE|69033|C|12/19/2005|12/15/2005|I||||12/15/2005||||||||||11/02/2010|G|1|1
99CAC00682|MARK DRAPER FOR SCHOOL BOARD|1316 S. 98TH STREET|OMAHA|NE|68124|C|04/23/2004|04/22/2004|I||0|I|04/20/2004||99IRC00397||||||R|06/08/2004|05/11/2004|P|0|0
10CAC01549|MARK ELLERBECK FOR LAVISTA CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LA VISTA|NE|68128|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
16CAC02168|MARK G. ELWORTH, JR (NOT REGISTERED)|NOT REGISTERED|OMAHA|NE|68108|C|12/31/1999|12/31/1999|I|||O|12/31/2999|||||||||||||
16CAC02228|MARK GRUENEWALD PAPIO-MISSOURI RIVER NRD#9 (NR)|NOT REGISTERED|SOMEWHERE|NE|00000-0000|C|10/11/1999|10/11/1999|I|||O|12/31/1999||||||||||11/08/1999|||
18CAC02463|MARK HAUPTMAN FOR GRETNA BD OF ED - NR|NOT REGISTERED|GRETNA|NE|68028|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/15/2018|P||
19CAC02593|MARK HOEGER FOR LEARNING COMMUNITY (NR|NOT REGISTERED|LINCOLN|NE|68501|C|01/01/1900||||||01/01/1900|||||||||||||
18CAC02426|MARK HOLST FOR METRO BOARD - NR|NOT REGISTERED|NICKERSON|NE|68044|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/15/2018|||
06CAC00885|MARK MASTERTON FOR CO COMMISSIONER(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|SCOTTSBLUFF|NE|69361|C|05/03/2006||||||12/31/9999|||||||||||||
18CAC02455|MARK NICHOLSON FOR SCHOOL BOARD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|NORTH PLATTE|NE|69101|C|12/31/9999|12/31/9999|I||||12/31/9999|||||||||||||
10CAC01408|MARK OVERMAN FOR SHERIFF|3602 SKYLINE DRIVE|SCOTTSBLUFF|NE|69361|C|02/24/2010|02/22/2010|I||||02/19/2010||||||||||05/11/2010|P||
18CAC02542|MARK SPANGLER FOR LOWER PLATTE SOUTH NRD 2(NOT REG|NOT REGISTERED|LINCOLN|NE|68508|C|01/01/1900||||||01/01/1900|||||||||||||
08CAC01266|MARK WALENZ FOR LEARNING COMMUNITY (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68104|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
14CAC02029|MARK WERNER FOR CHADRON CITY COUNCIL (NR)|NOT REGISTERED|CHADRON|NE|69337|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/04/2014|G||
14CAC01986|MARK WHITE VISTA CITY COUNCIL(NOT REGISTERED)|NOT REGISTERED|ZIP NOT VALID|NE|68599-9999|C|01/01/1900||||||01/01/1900|||||||||||||
99CAC00309|MARK WILLIAMS FOR DISTRICT 66 (DISSOLVED)|1908 SOUTH 113TH AVENUE,|OMAHA|NE|68144|C|07/24/1996|07/24/1996|I||0| |07/24/1996|       |          |||||||01/26/1999|05/04/1996|P|0|0
18CAC02568|MARLON BREWER FOR OPS BOARD - NOT REGISTERED||OMAHA|NE|68114|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/06/2018|G||
13CAC01780|MARQUE SNOW FOR OPS SCHOOL BOARD |105 N 31ST AVE. APT# 506|OMAHA|NE|68131|C|03/21/2013|03/20/2013|I||||03/18/2013||||||||||04/02/2013|||
06CAC00986|MARSHA BABCOCK FOR COUNTY COMMISSIONER(DISSOLVED)|3909 310TH ST|ELMWOOD|NE|68349|C|10/23/2006|10/23/2006|I||||10/23/2006|||||||||02/02/2010|11/07/2006|G||
16CAC02206|MARTA NIEVES (NOT REGISTERED)|NOT REGISTERED|BELLEVUE|NE|68123|C|01/01/1900||||||01/01/1900|||||||||||||
10CAC01433|MARTHA SLOSBURG CAMPAIGN FOR DISTRICT 66 (DISSOLVE|3316 S. 101 STREET|OMAHA|NE|68124|C|04/12/2010|04/09/2010|I||||03/30/2010|||||||||06/27/2011|05/11/2010|P||
99CAC00681|MARTIN FOR MAYOR|101 SOUTH CHESTNUT; P.O. BOX 1269|||691031269|C|04/22/2004|04/20/2004|I||0|I|04/17/2004|||||||||01/05/2005|11/02/2004|G||1
14CAC01959|MARTIN STEINBECK FOR NORTH PLATTE CITY COUNCIL-NR|NOT REGISTERED|NORTH PLATTE|NE|69101|C|12/31/9999|12/31/9999|I|||O|12/31/9999|||||||||||||
99CAC00621|MARTINEZ FOR SCHOOL BOARD|4530 T ST|OMAHA|NE|68117|C|09/18/2002|09/17/2002|I||0|I|09/08/2002|||||||||02/01/2010|11/07/2006|P|1|1
12CAC01753|MARVIN BUTCH HUGHES FOR LEGISLATURE #33 (NR)|4135 EAST HADCO ROAD |HASTINGS|NE|68901|C|11/29/2012||I||||01/01/1900||||||||||11/06/2012|||
99CAC00715|MARVIN FOR CITY COUNCIL|5918 ROLLING HILLS BLVD|LINCOLN|NE|68512|C|12/10/2004|12/09/2004|I||0|I|12/03/2004|||||||||01/02/2018|04/05/2005|P||
06CAC00910|MARVIN HAVLAT FOR LEGISLTURE #24 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILFORD|NE|68405|C|05/16/2006||||||12/31/9999|||||||||||||
99CAC00132|MARY 'COOKIE' WITTLER FOR CLERK OF DISTRICT COURT|3121 North 71st Street,|LINCOLN|NE|68507|C|02/27/1998|02/27/1998|I||0| |02/27/1998|       |          |||||||09/21/1998|05/04/1998|P|0|0
99CAC00032|MARY ANN BORGESON FOR COUNTY BOARD|12503 Anne Street,|OMAHA|NE|68137|C|03/08/1994|03/08/1994|I||0|I|03/08/1994||||||||||11/07/2006|G|1|
10CAC01532|MARY CAFFEY FOR VALLEY MAYOR (NR)|NOT A REGISTERED COMMITTEE|VALLEY|NE|68064|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
10CAC01546|MARY ELLEN DRICKEY FOR OPS BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68102|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
08CAC01301|MARY FINDLAY FOR PAPILLION SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|DANBURY|NE|69026|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
16CAC02185|MARY GEORGE FOR REGENT|5507 I AVENUE |KEARNEY|NE|68847|C|05/06/2016|05/04/2016|I||||05/03/2016|||||||||09/06/2016|11/08/2016|G||
06CAC00997|MARY GOODMAN GAMBLE FOR CLERK (UNREGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|11/03/2006||I||||12/31/9999|||||||||||||
08CAC01141|MARY HARDING 4 NPPD (DISSOLVED 2-2-2010)|1919 D STREET|LINCOLN|NE|68502|C|05/06/2008|05/06/2008|I||||04/26/2008|||||||||02/02/2010|05/13/2008|P||
14CAC01928|MARY HARDING FOR NPPD|PO BOX 81854|LINCOLN|NE|68501|C|04/21/2014|04/18/2014|I|||O|04/11/2014||||||||||05/13/2014|P||
16CAC02148|MARY JANE TRUEMPER FOR COUNTY BOARD|5036 IZARD ST|OMAHA|NE|68132|C|04/07/2016|04/05/2016|I||||04/04/2016|||||||||08/29/2017|05/10/2016|P||
10CAC01531|MARY JOHNSON FOR BENNINGTON MAYOR (NR)|NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
06CAC00891|MARY KAY BEGLEY FOR MUD (DISSOLVED)|4180 CHICAGO ST|OMAHA|NE|68131|C|10/24/2006|10/23/2006|I||||10/13/2006|||||||||03/21/2008|11/07/2006|G||
14CAC02023|MARY MCCOMBER CAMPAIGN(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|SOUTH SIOUX CITY|NE|68776|C|10/29/2014||||||12/31/9999|||||||||||||
12CAC01734|MARY MORRISSEY FOR OPS #6 (NOT REGISTERED)|UNKNOWN|OMAHA|NE|68114|C|01/01/1900|01/01/1900|I||||10/10/1900||||||||||11/06/2012|||
19CAC02601|MARY ROARTY FOR RALSTON BOARD OF EDUCATION ( NR)|NOT REGISTERED|LINCOLN|NE|68501|C|01/01/1900||||||01/01/1900|||||||||||||
09CAC01338|MARY TRENERRY FOR LEARNING COUNCIL #6 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
18CAC02471|MASTERSON FOR COUNTY COMMISSIONER - NOT REGISTERED|2410 4TH AVE|OMAHA|NE|68142|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/10/2018|P||
17CAC02328|MATT DEAVER FOR LEGISLATURE|18435 NORTHERN HILLS DRIVE|BENNINGTON|NE|68007|C|08/21/2017|08/19/2017|I||||08/17/2017||||||||||05/15/2018|||
16CAC02282|MATT JOHN FOR BENNINGTON MAYOR - NOT REGISTERED|12012 N. 161ST AVE|BENNINGTON|NE|68007|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/08/2016|G||
16CAC02259|MATT O'DANIEL ARLINGTON BOARD OF ED (NR)|NOT REGISTERED|ZIP NOT VALID|NE|00000|C|10/11/2999|10/11/2999|I|||O|12/31/2999||||||||||11/08/2999|||
15CAC02060|MATT REINSCH FOR MILLARD SCHOOL BOARD|NOT A REGISTERED COMMITTEE|OMAHA|NE|68137|C|12/31/9999||||||12/31/9999|||||||||||||
13CAC01770|MATT SCANLAN FOR OPS|523 MEADOW RD|OMAHA|NE|68154|C|03/05/2013|03/27/2019|I||||01/01/1900||||||||||04/02/2013|||
15CAC02070|MATT SCHULTE FOR SCHOOL BOARD|5555 SOUTH STREET|LINCOLN|NE|68506|C|02/23/2015|02/20/2015|I||||02/26/2015|||||||||12/14/2014|04/07/2015|P||
13CAC01841|MATT WILLIAMS FOR LEGISLATURE, INC.|900 LAKE AVENUE, BOX 81|GOTHENBURG|NE|69138|C|10/30/2013|10/30/2013|I||||11/06/2013||||||||||11/04/2014|G||1
14CAC01894|MATTHEW HEADLEY COMMITTEE|PO BOX 102|NORFOLK|NE|68702|C|04/04/2014|04/03/2014|I||||04/02/2014|||||||||04/20/2017|05/13/2014|P||
99CAC00416|MATTHEW L. MONTAG (DISSOLVED)|2823 S 32ST|OMAHA|NE|68105|C|11/30/1999|11/30/1999|I||0|I|10/04/1999||99IRC00037||||||R|04/28/2004|05/09/2000|P|0|1
06CAC00908|MATTHEW STELLY FOR LEGISLATURE #8 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68132|C|05/16/2006||||||12/31/9999|||||||||||||
15CAC02054|MATTHEW WICKHAM FOR BENNINGTON SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|C|12/31/9999||||||12/31/9999|||||||||||||
99CAC00284|MATZKE FOR LEGISLATURE|2311 Maple Street,|SIDNEY|NE|69162|C|03/08/1994|03/08/1994|I||0|I|03/08/1994|       |          |||||||04/16/2001|11/07/2000|G|0|1
99CAC00473|MAUK ELECTION CAMPAIGN (DISSOLVED)|1300 TAYLOR|NORFOLK|NE|68701|C|04/24/2000|04/21/2000|I||0|I|04/19/2000||99IRC00118||||||R|02/02/2004|11/07/2000|G|0|1
10CAC01535|MAUREEN KONWINSKI FOR RALSTON CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68127|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
18CAC02527|MAUREEN MCNAMARA BELLEVUE SCHOOL BOARD (NOT REG)|NOT REGISTERED|LAVISTA|NE|68147|C|01/01/1900||||||01/01/1900|||||||||||||
18CAC02472|MAUREEN MONAHAN FOR MCC - NOT REGISTERED|NOT REGISTERED|OMAHA|NE|68114|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/10/2018|P||
99CAC00512|MAURSTAD FOR LEGISLATURE (NOW LT. GOVERNOR)|1300 JEFFERSON PO BOX 725|BEATRICE|NE|68310|C|01/14/1994|01/14/1994|I||0||01/14/1994||99IRC00168||||||R|10/14/1997|11/07/1994|G|1|1
99CAC00289|MAXINE MOUL FOR LT. GOVERNOR|850 SOUTH 51ST STREET|LINCOLN|NE|68510|C|02/26/1990|02/26/1990|I||0|I|02/26/1990|||||||||01/08/2008|05/04/2002|G||
09CAC01336|MAXWELL FOR CITY COUNCIL|3835 CALIFORNIA STREET|OMAHA|NE|68131|C|01/12/2009|01/12/2009|I||||12/31/2008|||||||||01/05/2011|04/07/2009|P||
99CAC00659|MAXWELL FOR COUNTY BOARD|3835 CALIFORNIA STREET|OMAHA|NE|68131|C|02/20/2004|02/20/2004|I||0|I|03/20/2000|||||||||01/12/2009|11/04/2008|P|1|1
99CAC00438|MAXWELL FOR LEGISLATURE (NOW DOUGLAS COUNTY BOARD)|3835 CALIFORNIA ST.|OMAHA|NE|68131|C|03/24/2000|03/23/2000|I||0|I|03/20/2000||99IRC00084||||||R|02/20/2004|05/04/2002|P|0|0
12CAC01643|MAYHEW FOR LEGISLATURE |5041 S. 30TH|LINCOLN|NE|68516|C|12/31/9999||||||12/31/9999|||||||||01/31/2013|05/11/2012|P||
99CAC00560|MAYHEW FOR SCHOOL BOARD|5041 S. 30TH|LINCOLN|NE|68516|C|04/30/2001|04/26/2001|I||0|I|04/19/2001||||||||||04/04/2017|P||
08CAC01102|MAYOR SKIP EDWARDS COMMITTEE|2195 N. BORAD STREET|FREMONT|NE|68025|C|03/19/2008|03/19/2008|I||||03/03/2008|||||||||01/26/2011|05/13/2008|P||
10BQC00272|MAYOR SUTTLE RECALL COMMITTEE (DISSOLVED 2011)|12111 ANNE STREET|OMAHA|NE|68137|B|08/25/2010|08/25/2010|I|Recall of Omaha Mayor Jim Suttle|0|R|08/17/2010|||||||||02/14/2011|01/25/2011|||
08CAC01237|MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|6054 COUNTRY CLUB OAKS PLACE|OMAHA|NE|68152|C|11/24/2008|11/21/2008|I||||11/15/2008|||||||||11/14/2013|04/02/2013|P||
99CAC00060|MCCALLISTER FOR DOUGLAS COUNTY BOARD (DISSOLVED)|1905 HARNEY STREET, #800|OMAHA|NE|68118|C|05/19/1998|05/19/1998|I||0|I|05/19/1998|||||||||01/31/2008|11/07/2006|G|1|1
10CAC01417|MCCARTNEY FOR COMMISSIONER (DISSOLVED)|2825 LAKESIDE DR.|PLATTSMOUTH|NE|68048|C|03/23/2010|03/22/2010|I||||03/17/2010|||||||||07/27/2015|05/11/2010|P||
05CAC00736|MCCLURG FOR REGENT|2030 SURFSIDE DRIVE|LINCOLN|NE|68528|C|09/15/2005|09/15/2005|I||||09/06/2005|||||||||12/26/2012|11/07/2006|G|1|1
13CAC01840|MCCOLLISTER FOR LEGISLATURE|8010 HICKORY STREET|OMAHA|NE|68124|C|10/25/2013|10/25/2013|I||||10/25/2013||||||||||11/04/2014|G||1
99CAC00280|MCCOLLISTER FOR M.U.D. (DISSOLVED)|8010 HICKORY STREET,|OMAHA|NE|68124|C|09/13/1978|09/13/1978|I||0|I|09/13/1978|||||||||07/07/2010|11/05/2002|G|1|1
12CAC01702|MCCOLLISTER FOR MUD (DISSOLVED - NOW LEGISLATURE)|8010 HICKORY ST|OMAHA|NE|68124|C|09/04/2012|08/27/2012|I||||08/22/2012||||||||||11/06/2012|G||
07CAC01064|MCCOLLISTER FOR PSC|8010 HICKORY STREET|OMAHA|NE|68124|C|12/26/2007|12/26/2007|I||||12/14/2007|||||||||01/14/2009|05/13/2008|P||
13CAC01824|MCCOY FOR GOVERNOR (NOW MCCOY FOR NEBRASKA)|13306 A STREET, SUITE B|OMAHA|NE|68144|C|08/28/2013|08/28/2013|A||||09/13/2013|||||||||02/19/2015|05/13/2014|P||
07CAC01057|MCCOY FOR LEGISLATURE COMMITTEE(NOW-MCCOY FOR GOV)|3922 S. 190TH STREET|OMAHA|NE|68130|C|01/09/2008|01/08/2008|I||||12/31/2007|||||||||08/28/2013|11/06/2012|G||1
15CAC02069|MCCOY FOR NEBRASKA|14408 CEDAR CIRCLE|OMAHA|NE|68144|C|02/20/2015||I||||01/01/1900|||||||||||||
99CAC00502|MCDONALD FOR LEGISLATURE COMMITTEE (DISSOLVED)|PO BOX 76|LEXINGTON|NE|68820|C|08/02/2000|08/01/2000|I||0|I|07/28/2000||99IRC00154||||||R|09/05/2001|11/07/2000|G|1|1
