Committee Name|Form ID|Committee ID|Postmark Date|Date Received|Microfilm Number|Recipient Name|Recipient Address|Recipient City|Recipient State|Recipient Zip|Recipient Phone|Expenditure Date|Amount|Candidate ID|Candidate Support/Oppose|Ballot Question ID|Ballot Support/Oppose|Date Last Revised|Last Revised By|Candidate/Ballot Name
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002505|08IRC00486|05/06/2008|05/06/2008||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||05/06/2008|3351.4|08FIS11259|S |||05/07/2008|nadc01|BRENT T SMOYER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002506|08IRC00486|05/06/2008|05/06/2008||First Class mail, LLC|2345 Grand Blvd, Suite 250|kansas city|MO|68410||05/06/2008|2384.2|08FIS11024|S |||05/07/2008|nadc01|JAMES F GEORGE
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002507|08IRC00486|05/06/2008|05/06/2008||first class mail, llc|2345 grand blvd, suite 250|kansas city|MO|64108||05/06/2008|2722.7|07FIS10919|S |||05/07/2008|nadc01|BEAU R MCCOY
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002508|08IRC00486|05/05/2008|05/05/2008||first class mail direct|2345 grand blvd, suite 250|kansas city|MO|64108||05/05/2008|2037.75|07FIS10886|S |||05/07/2008|nadc01|SCOTT A PRICE
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002509|08IRC00486|05/05/2008|05/05/2008||first class mail direct|2345 grand blvd, suite 250|kansas city|MO|64108||05/05/2008|1316.25|07FIS10915|S |||05/07/2008|nadc01|KURT L GESCHWENDER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002510|08IRC00486|05/05/2008|05/05/2008||first class mail direct|2345 grand blvd, suite 250|kansas city|MO|64108||05/05/2008|2081.95|07FIS10960|S |||05/07/2008|nadc01|JAMES A JEFFERS
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002511|08IRC00486|05/05/2008|05/05/2008||first class mail direct|2345 grand blvd, suite 250|kansas city|MO|64108||05/05/2008|1885|07FIS10917|S |||05/07/2008|nadc01|GREGORY M NEUHAUS
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002512|08IRC00486|05/05/2008|05/05/2008||first class mail direct|2345 grand blvd, suite 250|kansas city|MO|64108||05/05/2008|2936.7|07FIS10937|S |||05/07/2008|nadc01|KARL L ELMSHAEUSER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002529|08IRC00486|05/07/2008|05/07/2008||First Class Mail, LLC|235 Grand Blvd, Suite 250|Kansas City|MO|64108||05/07/2008|2037.75|07FIS10886|S |||05/08/2008|nadc01|SCOTT A PRICE
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002530|08IRC00486|05/07/2008|05/07/2008||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||05/07/2008|2081.95|07FIS10960|S |||05/08/2008|nadc01|JAMES A JEFFERS
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002531|08IRC00486|05/07/2008|05/07/2008||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||05/07/2008|1885|07FIS10917|S |||05/08/2008|nadc01|GREGORY M NEUHAUS
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002532|08IRC00486|05/07/2008|05/07/2008||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||05/07/2008|2936.7|07FIS10937|S |||05/08/2008|nadc01|KARL L ELMSHAEUSER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003161|08IRC00486|10/27/2008|10/24/2008|7820233|Axiom Strategies -Sullivan for Legislature|2345 Grand Boulevard, Suite 250|Kansas City |MO|64108|8164071222|10/27/2008|7000|07FIS10940|O |||10/29/2008|nadc06|KATHLEEN A SULLIVAN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003162|08IRC00486|10/27/2008|10/24/2008|7820226|Axiom Strategies -Tanya Cook for Legislature|2345 Grand Blvd, Suite 250 |Kansas City |MO|64108|8164071222|10/27/2008|7000|07FIS10954|O |||10/29/2008|nadc06|TANYA D COOK
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003163|08IRC00486|10/27/2008|10/24/2008|7820227|Axiom Strategies-Tanya Cook for Legislature|2345 Grand Blvd., Suite 250|Kansas City |MO|64108|8164071222|10/28/2008|7000|07FIS10954|O |||10/29/2008|nadc06|TANYA D COOK
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003164|08IRC00486|10/27/2008|10/24/2008|7820228|Axiom Strategies - Ken Haar for Legislature|2345 Grand Blvd., Suite 250|Kansas City |MO|64108|8164071222|10/27/2008|7000|08FIS11036|O |||10/29/2008|nadc06|KENNETH W HAAR
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003165|08IRC00486|10/27/2008|10/24/2008|7820229|Axiom Strategies -Ken Haar for Legislature|2345 Grand Blvd., Suite 250|Kansas City |MO|64108|8164071222|10/28/2008|7000|08FIS11036|O |||10/29/2008|nadc06|KENNETH W HAAR
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003166|08IRC00486|10/27/2008|10/24/2008|7820230|Axiom Strategies -Kopplin for Legislature|2345 Grand Blvd., Suite 250|Kansas City |MO|64108|8164071222|10/27/2008|7000|99FIS09559|O |||10/29/2008|nadc06|GAIL F KOPPLIN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003167|08IRC00486|10/27/2008|10/24/2008|7820231|Axiom Strategies -Kopplin for Legislature|2345 Grand Blvd., Suite 250 |Kansas City |MO|64108|8194071222|10/28/2008|7000|99FIS09559|O |||10/29/2008|nadc06|GAIL F KOPPLIN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003168|08IRC00486|10/27/2008|10/24/2008|7820232|Axiom Strateigies - Chuck Shoemaker for Legislature|2345 Grand Blvd., Suite 250|Kansas City |MO|64108|8164071222|10/27/2008|7000|08FIS11065|O |||10/29/2008|nadc06|DON   (CHUCK) C SHOEMAKER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003194|08IRC00486|10/29/2008|10/29/2008|7840022|Axiom Strategies - Kopplin For Legislature|2345 Grand Boulevard #250|kansas city|MO|64108||10/27/2008|249.76|99FIS09559|O |||11/04/2008|nadc01|GAIL F KOPPLIN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003195|08IRC00486|10/29/2008|10/29/2008|7840023|Axiom Strategies - Tanya Cook for Legislature|2345 Grand Boulevard #250|Kansas City|MO|64108||10/27/2008|227.28|07FIS10954|O |||11/04/2008|nadc01|TANYA D COOK
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003197|08IRC00486|10/29/2008|10/29/2008|7840024|Axiom Strategies - Ken Haar for Legislature|2345 Grand Boulevard #250|Kansas City|MO|64108||10/27/2008|155.16|08FIS11036|O |||11/04/2008|nadc01|KENNETH W HAAR
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003198|08IRC00486|10/29/2008|10/29/2008|7840025|Axiom Strategies - Chuck Shoemaker for Legislature|2345 Grand Boulevard #250|Kansas City|MO|64108||10/27/2008|303.44|08FIS11065|O |||11/04/2008|nadc01|DON   (CHUCK) C SHOEMAKER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003199|08IRC00486|10/29/2008|10/29/2008|7840026|Axiom Strategies - Rex Moats for Legislature|2345 Grand Boulevard #250|Kansas City|MO|64108||10/27/2008|297.44|07FIS10930|O |||11/04/2008|nadc01|REX  J MOATS
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003200|08IRC00486|10/29/2008|10/29/2008|7840027|Axiom Strategies - Sullivan for Legislature|2345 Grand Boulevard #250|Kansas City|MO|64108||10/27/2008|325.64|07FIS10940|O |||11/04/2008|nadc01|KATHLEEN A SULLIVAN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003237|08IRC00486|10/28/2008|10/28/2008|7840018|Axiom Strategies - Tanya Cook for Legislature|2345 Grand Blvd, #250|Kansas City|MO|64108||10/29/2008|7000|07FIS10954|O |||11/04/2008|nadc01|TANYA D COOK
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003238|08IRC00486|10/28/2008|10/28/2008|7840019|Axiom Strategies - Kopplin for Legislature|2345 Grand Blvd, #250|Kansas City|MO|64108||10/29/2008|7000|99FIS09559|O |||11/04/2008|nadc01|GAIL F KOPPLIN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003239|08IRC00486|10/28/2008|10/28/2008|7840020|Axiom Strategies - Sullivan for Legislature|2345 Grand Blvd, #250|Kansas City|MO|64108||10/30/2008|7000|07FIS10940|O |||11/04/2008|nadc01|KATHLEEN A SULLIVAN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003240|08IRC00486|10/28/2008|10/28/2008|7840021|Axiom Strategies - Rex Moats for Legislature|2345 Grand Blvd, #250|Kansas City|MO|64108||10/30/2008|7000|07FIS10930|O |||11/04/2008|nadc01|REX  J MOATS
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003242|08IRC00486|11/04/2008|11/04/2008|7840151|Axiom Strategies - Dennis Utter for Legislature|2345 Grand Blvd, Suite 250|Kansas City |MO|64108|8164071222|10/31/2008|303.44|07FIS10908|S |||11/10/2008|nadc06|DENNIS R UTTER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|09CFL003437|08IRC00486|05/04/2009|05/04/2009|8010037|Clear Channel Radio - Daub for Mayor 2009|5010 Underwood Avenue|Omaha|NE|68132|4025568000|05/01/2009|2800|99FIS00251|S |||05/15/2009|nadc01|HAL   DAUB
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|09CFL003438|08IRC00486|05/04/2009|05/04/2009|8010038|Clear Channel Radio - Jim Suttle for Mayor of Omaha|5010 Underwood Avenue|Omaha|NE|68132|4025568000|05/01/2009|4200|99FIS09878|O |||05/15/2009|nadc01|JAMES H SUTTLE
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|09CFL003440|08IRC00486|05/06/2009|05/06/2009|8010040|Clear Channel Radio - Jim Suttle for Mayor of Omaha|5010 Underwood Avenue|Omaha|NE|68132|4025568000|05/05/2009|1308|99FIS09878|O |||05/15/2009|nadc01|JAMES H SUTTLE
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|09CFL003441|08IRC00486|05/06/2009|05/06/2009|8010039|Clear Channel Radio - Daub for Mayor 2009|5010 Underwood Avenue|Omaha|NE|68132|4025568000|05/05/2009|872|99FIS00251|S |||05/15/2009|nadc01|HAL   DAUB
NATIONAL RIFLE ASSOCIATION PAC|11CFL004698|99PAC00036|01/20/2011|01/20/2011|0|Prolist, Inc. - Jim Suttle for Mayor of Omaha|8341 Beechcraft Avenue|Gaithersburg|MD|20879|3019244545|01/19/2011|3333.41|99FIS09878|O |||01/26/2011|nadc06|JAMES H SUTTLE
NE ASSOCIATION OF TRIAL ATTORNEYS -PAC|06CFL002193|99PAC00104|11/07/2006|11/07/2006||FIELDWORKS|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/01/2006|2000|05FIS10061|S |||11/07/2006|nadc06|STEVEN  LATHROP
NE BANKERS STATE PAC|14CFL005391|99PAC00041|10/23/2014|10/24/2014|9240041||||AL|||10/23/2014|1000|14FIS12848|S |||10/30/2014|nadc06|TOMMY L GARRETT
NE BANKERS STATE PAC|14CFL005392|99PAC00041|10/24/2014|10/24/2014|9240042||||AL|||10/23/2014|1000|13FIS12709|S |||10/30/2014|nadc06|LAURA L EBKE
NE BANKERS STATE PAC|16CFL005956|99PAC00041|11/04/2016|11/07/2016|9720057|NOT LISTED|||AL|||11/04/2016|2500|07FIS10917|S |||11/15/2016|nadc06|GREGORY M NEUHAUS
NE CHAMBER OF COMMERCE &AMP; INDUSTRY PAC|10CFL004649|99PAC00097|11/18/2010|11/18/2010|8310141|The Cottington Group - Lautenbaugh for Legislature|1151 Orchard Circle|St Paul|MN|55118|6512078847|10/31/2010|1500|07FIS10931|S |||11/22/2010|nadc06|SCOTT A LAUTENBAUGH
NE CHAMBER OF COMMERCE &AMP; INDUSTRY PAC|10CFL004650|99PAC00097|11/18/2010|11/18/2010|8310141|The Cottington Group - K nabe for Legislature|1151 Orchard Group|St Paul|MN|55118|6512078847|10/31/2010|1500|10FIS11595|S |||11/22/2010|nadc06|JOHN W KNABE
NE FAMILY PAC|13CFL004889|12IRC00506|04/29/2013|04/29/2013|8900153|US Post Office|700 R Street|Lincoln|NE|68508||04/26/2013|654.62|99FIS03854|S |||05/07/2013|nadc06|MARK A WHITEHEAD
NE FAMILY PAC|13CFL004890|12IRC00506|04/29/2013|04/29/2013|8900153|US Post Office|700 R Street|Lincoln |NE|68508||04/26/2013|654.62|13FIS12553|S |||05/07/2013|nadc06|ROY A CHRISTENSEN
NE FAMILY PAC|13CFL004891|12IRC00506|04/29/2013|04/29/2013|8900153|US Post Office|700 R Street|Lincoln|NE|68508||04/26/2013|654.62|13FIS12556|S |||05/07/2013|nadc06|TRENT J FELLERS
NE FAMILY PAC|13CFL004921|12IRC00506|05/03/2013|05/03/2013|8900154|US Post Office|700 R Street|Lincoln|NE|68508||05/01/2013|639.59|99FIS03854|S |||05/07/2013|nadc06|MARK A WHITEHEAD
NE FAMILY PAC|13CFL004922|12IRC00506|05/03/2013|05/03/2013|8900154|US Post Office|700 R Street|Lincoln|NE|68508||05/01/2013|639.59|13FIS12553|S |||05/07/2013|nadc06|ROY A CHRISTENSEN
NE FAMILY PAC|13CFL004923|12IRC00506|05/03/2013|05/03/2013|8900154|US Post Office|700 R Street|Lincoln|NE|68508||05/01/2013|639.6|13FIS12556|S |||05/07/2013|nadc06|TRENT J FELLERS
NE FAMILY PAC|13CFL004924|12IRC00506|05/06/2013|05/06/2013|8910100|Quality Press|3500 North 20th Street|Lincoln|NE|68521|4024771633|05/06/2013|513.6|99FIS03854|S |||05/13/2013|nadc06|MARK A WHITEHEAD
NE FAMILY PAC|13CFL004925|12IRC00506|05/06/2013|05/06/2013|8910100|Quality Press|3500 North 20th Street|Lincoln|NE|68521|4024771633|05/06/2013|513.6|13FIS12553|S |||05/13/2013|nadc06|ROY A CHRISTENSEN
NE FAMILY PAC|13CFL004926|12IRC00506|05/06/2013|05/06/2013|8910100|Quality Press|3500 North 20th Street|Lincoln|NE|68521|4024771633|05/06/2013|513.6|13FIS12556|S |||05/13/2013|nadc06|TRENT J FELLERS
NE FAMILY PAC|16CFL005928|12IRC00506|10/27/2016|10/27/2016|9700176|QUALITY PRESS PRINTING|3500 N 20TH STREET|LINCOLN|NE|68521|4024771633|10/25/2016|1335.74|15FIS13418|S |||11/01/2016|nadc06|IAN M SWANSON
NE FAMILY PAC|16CFL005929|12IRC00506|10/27/2016|10/27/2016|9700175|QUALITY PRESS PRINTING|3500 N 20TH STREET|LINCOLN|NE|68521|4024771633|10/25/2016|1335.73|11FIS12209|O |||11/01/2016|nadc06|RICHARD L KOLOWSKI
NE FAMILY PAC|16CFL005935|12IRC00506|10/28/2016|10/31/2016|9710185|Ian M. Swanson for Legislature|3517 S. 163rd Street|Omaha|NE|68130||10/27/2016|1500|15FIS13418|S |||11/08/2016|nadc06|IAN M SWANSON
NE FAMILY PAC|16CFL005942|12IRC00506|11/02/2016|11/02/2016|9710186|SALEM MEDIA GROUP|11717 BURT STREET STE 202|OMAHA|NE|68154|4024221600|11/01/2016|1059|11FIS12209|O |||11/15/2016|nadc06|RICHARD L KOLOWSKI
NE FAMILY PAC|16CFL005945|12IRC00506|11/03/2016|11/03/2016|9710187|IAN M SWANSON FOR LEGISLATURE|3517 S 163RD STREET|OMAHA|NE|68130|4026691135|11/02/2016|1000|15FIS13418|S |||11/08/2016|nadc06|IAN M SWANSON
NE FAMILY PAC|16CFL005958|12IRC00506|11/07/2016|11/07/2016|9720058|QUALITY PRESS PRINTING|3500 N 20TH STREET|LINCOLN|NE|68521|4024771633|11/07/2016|1221.42|11FIS12209|O |||11/15/2016|nadc06|RICHARD L KOLOWSKI
NE FAMILY PAC|16CFL005959|12IRC00506|11/07/2016|11/07/2016|9720059|QUALITY PRESS PRINTING|3500 N 20TH STREET|LINCOLN|NE|68521|4024771633|11/07/2016|1221.42|15FIS13418|S |||11/15/2016|nadc06|IAN M SWANSON
NE FAMILY PAC|16CFL005960|12IRC00506|11/07/2016|11/07/2016|9720060|SALEM MEDIA GROUP|11717 BURT STREET STE 2002|OMAHA|NE|68154|402422160|11/04/2016|1241|11FIS12209|O |||11/15/2016|nadc06|RICHARD L KOLOWSKI
NE FAMILY PAC|18CFL006176|12IRC00506|11/09/2018|11/09/2018|1210051|RIEPE FOR LEGISLATURE- MERV RIEPE|6232 S 79TH CIRCLE|OMAHA|NE|68127|4023917030|11/02/2018|1000|13FIS12720|S |||11/14/2018|nadc06|MERV M RIEPE
NE FARM BUREAU FEDERATION PAC|06CFL000366|99PAC00055|05/01/2006|05/01/2006|7300019|Mid America  Ag Network -Heineman|1632 S Maize Rd|Wichita|KS|67209|3167218484|04/28/2006|1000|99FIS05555|S |||07/11/2008|nadc05|DAVID E HEINEMAN
NE FARM BUREAU FEDERATION PAC|06CFL000367|99PAC00055|05/01/0200|05/01/2006|7300020|WNAX-AM -Heineman|1609 E Hwy 50|Yankton|SD|57078|6056657892|04/28/2006|2400|99FIS05555|S |||07/11/2008|nadc05|DAVID E HEINEMAN
NE FARM BUREAU FEDERATION PAC|06CFL000368|99PAC00055|05/01/2006|05/01/2006|7300021|KRVN Radio -Heineman|PO Box 880|Lexington|NE|68850|3083242371|04/28/2006|1920|99FIS05555|S |||07/11/2008|nadc05|DAVID E HEINEMAN
NE FARM BUREAU FEDERATION PAC|06CFL000382|99PAC00055|05/02/2006|05/02/2006|7300021|Nebraska Republican Party -Heineman|1620 N St|Lincoln|NE|68508||05/02/2006|6000|99FIS05555|S |||07/11/2008|nadc05|DAVID E HEINEMAN
NE FARM BUREAU FEDERATION PAC|06CFL000384|99PAC00055|05/02/2006|05/03/2006|7300023|Dave Heineman for Governor Committee|1620 N Street|Lincoln|NE|68508|4024743283|05/02/2006|6000|99FIS05555|S |||05/12/2006|nadc06|DAVID E HEINEMAN
NE FARM BUREAU FEDERATION PAC|06CFL001623|99PAC00055|10/26/2006|10/26/2006||FARMERS AND RANCHERS FOR TAX FAIRNESS -Ini.423|145 MAIN ST|LYONS|NE|68038|4028465428|10/25/2006|2500|||06BQC00138|S |07/11/2008|nadc05|INITIATIVE MEASURE 423 / INITIATIVE MEASURE RELATED LB 829
NE FARM BUREAU FEDERATION PAC|08CFL002552|99PAC00055|05/12/2008|05/12/2008|7770144|Office Max -Garwood|3120 Pine Lake Road|Lincoln|NE|68516|4024379115|05/09/2008|689.63|07FIS10916|S |||07/11/2008|nadc05|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL002553|99PAC00055|05/12/2008|05/12/2008|7770144|Postmaster -Garwood|1201 Calvert |Lincoln|NE|68502|8002758777|05/09/2008|341.45|07FIS10916|S |||07/11/2008|nadc05|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL002554|99PAC00055|05/12/2008|05/12/2008|7770144|Miller Mailing -Garwood|5005 S 16 |Lincoln|NE|68512|4024236482|05/09/2008|86.16|07FIS10916|S |||07/11/2008|nadc05|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL002555|99PAC00055|05/12/2008|05/12/2008|7770144|Nebraska Farm Administrative Corp -Garwood|PO Box 80299|Lincoln|NE|68501|4024214400|05/09/2008|30|07FIS10916|S |||07/11/2008|nadc05|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL002556|99PAC00055|05/12/2008|05/12/2008|7770145|Office Max -Eurek|3120 Pine Lake Road|Lincoln|NE|68516|4024379115|05/09/2008|777.66|07FIS10951|S |||07/11/2008|nadc05|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL002557|99PAC00055|05/12/2008|05/12/2008|7770145|Postmaster -Eurek|1201 Calvert|Lincoln|NE|68502|8002758777|05/09/2008|1787.57|07FIS10951|S |||07/11/2008|nadc05|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL002558|99PAC00055|05/12/2008|05/12/2008|7770145|Miller Mailing -Eurek|5005 S 16 |Lincoln|NE|68512|4024236482|05/09/2008|380.97|07FIS10951|S |||07/11/2008|nadc05|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL002559|99PAC00055|05/12/2008|05/12/2008|7770145|Nebraska Farm Administrative Corp -Eurek|PO Box 80299|Lincoln|NE|68501|4024214400|05/09/2008|60|07FIS10951|S |||07/11/2008|nadc05|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL002560|99PAC00055|05/12/2008|05/12/2008|7770146|Quality Press Printing Inc -Eurek|3500 N 20 |Lincoln|NE|68521|4024771633|05/09/2008|639.82|07FIS10951|S |||07/11/2008|nadc05|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL002564|99PAC00055|05/12/2008|05/12/2008|7770147|NE Farm Administrative Supply Corporation -McCoy|PO Box 80299|Lincoln|NE|68501|4024214400|05/09/2008|208.88|07FIS10919|S |||07/11/2008|nadc05|BEAU R MCCOY
NE FARM BUREAU FEDERATION PAC|08CFL002565|99PAC00055|05/12/2008|05/12/2008|7770147|Postmaster -McCoy|1201 Calvert|Lincoln|NE|68502|8002758777|05/09/2008|731.36|07FIS10919|S |||07/11/2008|nadc05|BEAU R MCCOY
NE FARM BUREAU FEDERATION PAC|08CFL002566|99PAC00055|05/12/2008|05/12/2008|7770147|Miller Mailing -McCoy|5005 S 16|Lincoln|NE|68512|4024236482|05/09/2008|153.99|07FIS10919|S |||07/11/2008|nadc05|BEAU R MCCOY
NE FARM BUREAU FEDERATION PAC|08CFL002567|99PAC00055|05/12/2008|05/12/2008|7770147|Nebraska Farm Administative Corp -McCoy|PO Box 80299|Lincoln|NE|68501|4024214400|05/09/2008|30|07FIS10919|S |||07/11/2008|nadc05|BEAU R MCCOY
NE FARM BUREAU FEDERATION PAC|08CFL002568|99PAC00055|05/12/2008|05/12/2008|7770148|FedEx Kinko's -Jeffers|4747 Old Cheney Rd, Ste A|Lincoln|NE|68516|4024202679|05/09/2008|645.18|07FIS10960|S |||07/11/2008|nadc05|JAMES A JEFFERS
NE FARM BUREAU FEDERATION PAC|08CFL002569|99PAC00055|05/12/2008|05/12/2008|7770148|Postmaster -Jeffers|1201 Calvert|Lincoln|NE|68502|8002758777|05/09/2008|255.47|07FIS10960|S |||07/11/2008|nadc05|JAMES A JEFFERS
NE FARM BUREAU FEDERATION PAC|08CFL002570|99PAC00055|05/12/2008|05/12/2008|7770148|Miller Mailing -Jeffers|5005 S 16|Lincoln|NE|68512|4024236482|05/09/2008|78.07|07FIS10960|S |||07/11/2008|nadc05|JAMES A JEFFERS
NE FARM BUREAU FEDERATION PAC|08CFL002571|99PAC00055|05/12/2008|05/12/2008|7770148|Nebraska Farm Administrative Corp -Jeffers|PO Box 80299|Lincoln|NE|68501|4024214400|05/09/2008|30|07FIS10960|S |||07/11/2008|nadc05|JAMES A JEFFERS
NE FARM BUREAU FEDERATION PAC|08CFL002572|99PAC00055|05/12/2008|05/12/2008|7770149|Office Max -Heidemann|3120 Pine Lake Road|Lincoln|NE|68516|4024379115|05/09/2008|749.82|99FIS09526|S |||07/11/2008|nadc05|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|08CFL002573|99PAC00055|05/12/2008|05/12/2008|7770149|Postmaster -Heidemann|1201 Calvert|Lincoln|NE|68502|8002758777|05/09/2008|309.06|99FIS09526|S |||07/11/2008|nadc05|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|08CFL002574|99PAC00055|05/12/2008|05/12/2008|7770149|Miller Mailing -Heidemann|5005 S 16|Lincoln|NE|68512|4024236482|05/09/2008|91.59|99FIS09526|S |||07/11/2008|nadc05|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|08CFL002575|99PAC00055|05/12/2008|05/12/2008|7770149|Nebraska Farm Administrative Corp -Heidemann|Po Box 80299|Lincoln|NE|68501|4024214400|05/09/2008|50|99FIS09526|S |||07/11/2008|nadc05|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|08CFL003171|99PAC00055|10/27/2008|10/27/2008|7840028|KTCH-AM - Garwood|85592 574th avenue|wayne|NE|68787||10/23/2008|440|07FIS10916|S |||11/04/2008|nadc01|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL003172|99PAC00055|10/27/2008|10/27/2008|7840029|KTIC-AM - Garwood|po box 840|west point|NE|68788||10/23/2008|1100|07FIS10916|S |||11/04/2008|nadc01|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL003173|99PAC00055|10/27/2008|10/27/2008|7840030|KSCJ - Garwood|2000 Indian Hills Drive|Sioux City|IA|61104||10/23/2008|153|07FIS10916|S |||11/04/2008|nadc01|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL003174|99PAC00055|10/27/2008|10/27/2008|7840031|WNAX-AM - Garwood|1609 East Hwy 50|Yankton|SD|57078||10/23/2008|760|07FIS10916|S |||11/04/2008|nadc01|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL003175|99PAC00055|10/27/2008|10/27/2008|7840032|KRGI - Eurek|PO Box 5853|Grand Island|NE|68802||10/24/2008|740.22|07FIS10951|S |||11/04/2008|nadc01|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL003176|99PAC00055|10/27/2008|10/27/2008|7840033|WJAGI - Eurek|PO Box 789|Norfolk|NE|68702||10/24/2008|810|07FIS10951|S |||11/04/2008|nadc01|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL003177|99PAC00055|10/27/2008|10/27/2008|7840034|KNLV - Eurek|205 S. 16th|Ord|NE|68862||10/24/2008|990|07FIS10951|S |||11/04/2008|nadc01|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL003201|99PAC00055|10/28/2008|10/28/2008|7840035|KNZA - Committee to Elect Lavon Heidemann|PO Box 101|Falls City|NE|68355||10/28/2008|1008|99FIS09526|S |||11/04/2008|nadc01|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|10CFL004560|99PAC00055|10/25/2010|10/25/2010|8300159|KOLT Radio - Phares for Regent|PO Box 1263|Scottsbluff|NE|69361|3086325667|10/25/2010|420|06FIS10733|S |||11/04/2010|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004561|99PAC00055|10/25/2010|10/25/2010|8300161|KODY Radio - Phares for Regent|305 East 4th |North Platte|NE|69101|3085343650|10/25/2010|360|06FIS10733|S |||11/04/2010|nadc06|ROBERT A PHARES
